word_id,word_hanzi,pinyin,meaning,hsk_level
759,一定,yídìng,Certain,2
760,一共,yígòng,Altogether,2
761,一会儿（副）,yí huìr,awhile; in a moment; presently,2
762,一路平安,yí lù píng ān,safe journey; have a pleasant journey,2
763,一路顺风,yí lù shùn fēng,Bon voyage,2
764,已经,yǐjīng,Already,2
765,以后,yǐ hòu,after; later on; afterwards; later,2
766,以前,yǐqián,before,2
767,以上,yǐ shàng,above; over,2
768,以外,yǐ wài,beyond; outside; other than; except,2
769,以为,yǐwéi,Think,2
770,以下,yǐ xià,below; under,2
771,椅子,yǐzi,Chair,2
772,一般,yìbān,commonly,2
773,一点点,yì diǎn diǎn,a little bit,2
774,一生,yì shēng,lifetime; all one’s life,2
775,一直,yìzhí,always,2
776,意见,yìjiàn,Opinion,2
777,意思,yìsi,Meaning,2
778,因为,yīn wèi,because,2
779,阴天,yīn tiān,cloudy day; overcast sky,2
780,音节,yīn jié,syllable,2
781,音乐,yīnyuè,Music,2
782,音乐会,yīn yuè huì,concert,2
783,银行,yínháng,Bank,2
784,银行卡,yín háng kǎ,bank card,2
785,应该,yīnggāi,Should,2
786,英文,yīng wén,English,2
787,英语,yīng yǔ,English,2
788,影片,yǐng piàn,film; movie,2
789,影响,yǐngxiǎng,Influence,2
790,永远,yǒngyuǎn,forever,2
791,游客,yóu kè,tourist; visitor,2
792,友好,yǒuhǎo,friendly,2
793,有空儿,yǒu kòngr,be free; at leisure,2
794,有人,yǒu rén,someone; there’s someone,2
795,有一点儿,yǒu （ yì ） diǎnr,a little bit,2
796,有意思,yǒu yì si,interesting; significant,2
797,语言,yǔyán,language,2
798,原来,yuánlái,Original; formerly,2
799,原因,yuányīn,Reason,2
800,院长,yuàn zhǎng,dean,2
801,院子,yuàn zi,courtyard; yard,2
802,愿意,yuànyì,Be willing,2
803,月份,yuè fèn,month,2
804,月亮,yuèliang,Moon,2
805,越来越,yuè lái yuè,more and more,2
806,运动,yùndòng,motion,2
807,咱们,zánmen,We,2
808,早餐,zǎo cān,breakfast,2
809,早晨,zǎo chén,morning,2
810,早就,zǎo jiù,long since,2
811,怎么办,zěn me bàn,how to; what to do,2
812,怎么样,zěnmeyàng,How about,2
813,怎样,zěn yàng,how,2
814,站住,zhàn zhù,stop; halt,2
815,长大,zhǎng dà,grow up,2
816,找出,zhǎo chū,find out,2
817,照顾,zhàogù,look after,2
818,照片,zhàopiàn,Photo,2
819,照相,zhào xiàng,take a picture; take a photograph,2
820,这么,zhè me,so; such; this way; like this,2
821,这时候,zhè shí hou,at this moment; at this time,2
822,这样,zhè yàng,so; such; like this; this way,2
823,真正,zhēnzhèng,real,2
824,正常,zhèngcháng,normal,2
825,正好,zhènghǎo,Just right,2
826,正确,zhèngquè,Correct,2
827,正是,zhèng shì,exactly,2
828,直接,zhíjiē,direct,2
829,只能,zhǐ néng,can only,2
830,只要,zhǐyào,as long as,2
831,中餐,zhōng cān,Chinese food,2
832,中级,zhōng jí,intermediate; middle-level,2
833,中年,zhōng nián,middle age; middle-aged,2
834,中小学,zhōng xiǎo xué,elementary and middle school,2
835,中心,zhōngxīn,core,2
836,中医,zhōng yī,Chinese Medicine,2
837,重点,zhòngdiǎn,A key,2
838,重视,zhòngshì,attach importance to,2
839,周末,zhōumò,Weekend,2
840,周年,zhōunián,anniversary,2
841,主人,zhǔrén,master,2
842,主要,zhǔyào,main,2
843,住房,zhù fáng,housing; lodging,2
844,住院,zhù yuàn,be in hospital; be hospitalized,2
845,准确,zhǔnquè,accuracy,2
846,自己,zìjǐ,"Own, self",2
847,自行车,zìxíngchē,Bicycle,2
848,自由,zìyóu,free,2
849,字典,zì diǎn,dictionary,2
850,走过,zǒu guò,walk through; pass by,2
851,走进,zǒu jìn,walk in,2
852,走开,zǒu kāi,go away,2
853,组成,zǔchéng,Form,2
854,组长,zǔ zhǎng,group leader,2
855,最近,zuìjìn,Lately,2
856,作家,zuòjiā,writer,2
857,作文,zuòwén,composition,2
858,作业,zuòyè,"task, homework",2
859,作用,zuòyòng,Effect,2
860,座位,zuòwèi,seat,2
861,做到,zuò dào,accomplish; achieve,2
862,做法,zuò fǎ,practice; behavior; way of doing a thing,2
863,做饭,zuò fàn,cook,2
864,爱心,àixīn,love,3
865,安排,ānpái,arrange,3
866,安装,ānzhuāng,install,3
867,按照,ànzhào,according to,3
868,把握,bǎwò,grasp,3
869,白菜,bái cài,Chinese cabbage,3
870,班级,bān jí,class,3
871,搬家,bān jiā,move; move house,3
872,办理,bànlǐ,handle,3
873,保安,bǎo ān,security guard; public security; ensure safety,3
874,保持,bǎochí,keep,3
875,保存,bǎocún,Preservation,3
876,保护,bǎohù,protect,3
877,保留,bǎoliú,Retain,3
878,保险,bǎoxiǎn,Insurance,3
879,保证,bǎozhèng,ensure,3
880,报到,bàodào,"register,check in",3
881,报道,bàodào,report,3
882,报告,bàogào,Presentation,3
883,北部,běi bù,north,3
884,背后,bèi hòu,behind; at the back; in the rear,3
885,被子,bèizi,quilt,3
886,本来,běnlái,originally,3
887,本领,běnlǐng,ability,3
888,本事,běnshi,Skill,3
889,比较,bǐjiào,compare,3
890,比例,bǐlì,Proportion,3
891,比赛,bǐsài,Match,3
892,必然,bìrán,Inevitable,3
893,必要,bìyào,necessary,3
894,变化,biànhuà,change,3
895,变为,biàn wéi,become; turn into; change into,3
896,标题,biāotí,title; heading,3
897,标准,biāozhǔn,standard,3
898,表达,biǎodá,Expression,3
899,表格,biǎogé,form,3
900,表面,biǎomiàn,surface,3
901,表明,biǎomíng,Indicate,3
902,表现,biǎoxiàn,performance,3
903,表演,biǎoyǎn,perform,3
904,并且,bìngqiě,also,3
905,播出,bō chū,broadcast; on the air,3
906,播放,bōfàng,play,3
907,不必,bú bì,need not; not have to,3
908,不断,búduàn,Constantly,3
909,不论,bú lùn,whether; no matter; whether … or,3
910,补充,bǔchōng,supplement,3
911,不安,bù’ān,Uneasy,3
912,不得不,bùdébù,Cannot but,3
913,不光,bù guāng,not only,3
914,不仅,bùjǐn,not only,3
915,部门,bùmén,department,3
916,部长,bù zhǎng,minister; head of a department,3
917,才能,cái néng,talent; ability; gift,3
918,采取,cǎiqǔ,"take, adpopt",3
919,采用,cǎi yòng,put to use; adopt; use; employ,3
920,彩色,cǎi sè,multicolour; colour,3
921,曾经,céngjīng,once,3
922,产生,chǎnshēng,produce,3
923,长城,Chángchéng,The Great Wall,3
924,长处,cháng chù,strength; forte; strong point,3
925,长期,cháng qī,over a long period of time; long-term,3
926,场合,chǎnghé,occasion,3
927,场所,chǎngsuǒ,place,3
928,超级,chāojí,super,3
929,吵架,chǎojià,quarrel,3
930,衬衫,chènshān,shirt,3
931,衬衣,chèn yī,shirt,3
932,称为,chēng wéi,call; be called; be known as,3
933,成功,chénggōng,Success,3
934,成果,chéngguǒ,Achievements,3
935,成就,chéngjiù,achievement,3
936,成立,chénglì,establish,3
937,成熟,chéngshú,mature,3
938,成员,chéngyuán,member,3
939,成长,chéngzhǎng,Grow up,3
940,城市,chéngshì,City,3
941,程度,chéngdù,degree,3
942,持续,chíxù,Continued,3
943,充满,chōngmǎn,full of,3
944,初步,chūbù,preliminary,3
945,初级,chūjí,primary,3
946,初中,chū zhōng,junior high school,3
947,除了,chúle,except,3
948,处理,chǔlǐ,Handle,3
949,传播,chuánbō,spread,3
950,传来,chuán lái,came; come through,3
951,传说,chuánshuō,Legend,3
952,创新,chuàngxīn,innovate,3
953,创业,chuàngyè,carve out,3
954,创造,chuàngzào,create,3
955,创作,chuàngzuò,A literary creation,3
956,从来,cónglái,Always,3
957,从前,cóngqián,before,3
958,从事,cóngshì,Be engaged in,3
959,存在,cúnzài,existence,3
960,错误,cuòwù,error,3
961,达到,dádào,Achieve,3
962,打破,dǎ pò,break; smash,3
963,打听,dǎting,Inquire,3
964,大概,dàgài,Probably,3
965,大使馆,dàshǐguǎn,Embassy,3
966,大约,dàyuē,about,3
967,大夫,dàifu,Doctor,3
968,代表,dàibiǎo,representative,3
969,代表团,dài biǎo tuán,delegation; mission; deputation,3
970,带动,dài dòng,drive; spur,3
971,带领,dàilǐng,lead,3
972,单元,dānyuán,unit,3
973,当初,dāngchū,Original,3
974,当地,dāngdì,Local,3
975,当然,dāngrán,Of course,3
976,当中,dāng zhōng,among; in the middle; in the centre,3
977,导演,dǎoyǎn,director,3
978,到达,dàodá,Arrive,3
979,到底,dàodǐ,To the end,3
980,得分,dé fēn,score,3
981,等待,děngdài,wait for,3
982,底下,dǐ xià,under; below; beneath,3
983,地区,dìqū,region,3
984,电视剧,diàn shì jù,TV series; television drama,3
985,电视台,diàn shì tái,TV station,3
986,电台,diàntái,radio station,3
987,电子邮件,diànzǐyóujiàn,E-mail,3
988,调查,diàochá,investigation,3
989,定期,dìngqī,regular,3
990,东部,dōng bù,east,3
991,动力,dònglì,"power, motivation",3
992,动人,dòng rén,moving; touching,3
993,读者,dú zhě,reader,3
994,短处,duǎn chù,shortcoming; demerit,3
995,短裤,duǎn kù,shorts,3
996,短期,duǎn qī,short term,3
997,队员,duì yuán,team member,3
998,对待,duìdài,treat,3
999,对方,duìfāng,Other party,3
1000,对手,duìshǒu,Opponent,3
1001,对象,duìxiàng,object,3
1002,发表,fābiǎo,Publish,3
1003,发出,fā chū,issue; send out; give off; emit,3
1004,发达,fādá,developed,3
1005,发动,fādòng,Launch,3
1006,发明,fāmíng,Invention,3
1007,发生,fāshēng,Happen,3
1008,发送,fā sòng,send; transmit; dispatch; ship; forward,3
1009,发言,fāyán,speak,3
1010,发展,fāzhǎn,Development,3
1011,反对,fǎnduì,Opposition,3
1012,反复,fǎnfù,Repeatedly,3
1013,反应,fǎnyìng,reaction,3
1014,反正,fǎnzhèng,anyway,3
1015,范围,fànwéi,Range,3
1016,方式,fāngshì,mode,3
1017,防止,fángzhǐ,Prevent,3
1018,房东,fángdōng,landlord,3
1019,房屋,fáng wū,houses; buildings; tenement,3
1020,房租,fáng zū,rent,3
1021,访问,fǎngwèn,Visit,3
1022,放到,fàng dào,put to; put into,3
1023,飞行,fēi xíng,flight; flying,3
1024,费用,fèi yòng,cost; expenses; outlay,3
1025,分别,fēnbié,part,3
1026,分配,fēnpèi,distribution,3
1027,分组,fēn zǔ,grouping,3
1028,丰富,fēngfù,rich,3
1029,风险,fēngxiǎn,risk,3
1030,否定,fǒudìng,negative,3
1031,否认,fǒurèn,deny,3
1032,服装,fúzhuāng,costume; dress,3
1033,父母,fù mǔ,father and mother; parents,3
1034,父亲,fùqīn,father,3
1035,负责,fùzé,Be responsible for,3
1036,复印,fùyìn,To copy,3
1037,复杂,fùzá,complex,3
1038,改进,gǎijìn,Improvement,3
1039,改造,gǎi zào,transform; reform,3
1040,概念,gàiniàn,concept,3
1041,赶到,gǎn dào,arrived; get to,3
1042,赶紧,gǎnjǐn,Quickly,3
1043,赶快,gǎnkuài,Come on,3
1044,感冒,gǎnmào,Cold,3
1045,感情,gǎnqíng,feeling,3
1046,感受,gǎnshòu,feel,3
1047,干吗,gàn má,Why,3
1048,高速,gāo sù,high speed,3
1049,高速公路,gāosùgōnglù,Expressway,3
1050,告别,gàobié,farewell,3
1051,歌迷,gē mí,fan,3
1052,歌声,gē shēng,singing,3
1053,歌手,gē shǒu,singer; vocalist,3
1054,个人,gèrén,personal,3
1055,个性,gèxìng,personality,3
1056,各地,gè dì,various regions; everywhere,3
1057,各位,gè wèi,everybody,3
1058,各种,gè zhǒng,all kinds; various; every kind,3
1059,各自,gèzì,Each,3
1060,根本,gēnběn,at all,3
1061,更加,gèng jiā,more; even more,3
1062,工厂,gōngchǎng,factory,3
1063,工程师,gōngchéngshī,Engineer,3
1064,工夫,gōng fu,time,3
1065,工具,gōngjù,tool,3
1066,工业,gōngyè,Industry,3
1067,工资,gōngzī,wages,3
1068,公布,gōngbù,Publish,3
1069,公共,gōng gòng,public; common; community,3
1070,公开,gōngkāi,open,3
1071,公民,gōngmín,citizen,3
1072,公务员,gōng wù yuán,civil servant; public functionary,3
1073,功夫,gōngfu,Kungfu,3
1074,功课,gōng kè,homework; schoolwork; classwork,3
1075,功能,gōngnéng,function,3
1076,共同,gòngtóng,common,3
1077,共有,gòng yǒu,have altogether; share; owned by all,3
1078,姑娘,gūniang,girl,3
1079,古代,gǔdài,Ancient,3
1080,故乡,gùxiāng,Hometown,3
1081,关系,guānxì,relationship,3
1082,关注,guān zhù,attention; follow with interest; pay close attention; show solicitude for,3
1083,观察,guānchá,observation,3
1084,观看,guān kàn,watch; view,3
1085,观念,guānniàn,concept,3
1086,观众,guānzhòng,Audience,3
1087,管理,guǎnlǐ,Administration,3
1088,光明,guāngmíng,light,3
1089,广播,guǎngbō,Radio broadcast,3
1090,广大,guǎngdà,Vast,3
1091,规定,guīdìng,Regulations,3
1092,规范,guīfàn,criterion; rule,3
1093,国内,guó nèi,domestic; internal,3
1094,国庆,guó qìng,National Day,3
1095,果然,guǒrán,Sure enough,3
1096,果汁,guǒzhī,fruit juice,3
1097,过程,guòchéng,process,3
1098,哈哈,hā hā,ha-ha,3
1099,海关,hǎiguān,Customs,3
1100,害怕,hàipà,Fear,3
1101,好好,hǎo hǎo,"really good, really nice",3
1102,好奇,hàoqí,Be curious,3
1103,合法,héfǎ,legitimate,3
1104,合格,hégé,qualified,3
1105,合理,hélǐ,reasonable,3
1106,合作,hézuò,cooperation,3
1107,和平,hépíng,peace,3
1108,红茶,hóng chá,black tea,3
1109,红酒,hóng jiǔ,red wine,3
1110,后果,hòuguǒ,Consequence,3
1111,后面,hòumiàn,behind,3
1112,后年,hòu nián,the year after next,3
1113,互联网,hùliánwǎng,Internet,3
1114,互相,hùxiāng,each other,3
1115,划船,huá chuán,row; paddle a boat; go boating,3
1116,华人,huá rén,Chinese; ethnic Chinese,3
1117,现代化,xiàn dài huà,suffix (modernize; modernization),3
1118,话剧,huà jù,drama,3
1119,话题,huàtí,Topic of conversation,3
1120,欢乐,huānlè,Happy,3
1121,环保,huán bǎo,environmental protection,3
1122,环境,huánjìng,Environment,3
1123,会议,huìyì,Meeting,3
1124,会员,huì yuán,membership,3
1125,机器,jīqì,machine,3
1126,积极,jījí,positive,3
1127,基本,jīběn,basic,3
1128,基本上,jī běn shàng,basically,3
1129,基础,jīchǔ,Basics,3
1130,及时,jíshí,timely,3
1131,极了,jí le,extremely; exceedingly,3
1132,集体,jítǐ,collective,3
1133,集中,jízhōng,focus,3
1134,计算,jìsuàn,Calculation,3
1135,记录,jìlù,Record,3
1136,记者,jìzhě,Reporter,3
1137,纪录,jìlù,Record,3
1138,纪念,jìniàn,Anniversary,3
1139,技术,jìshù,technology,3
1140,继续,jìxù,Continue,3
1141,加工,jiāgōng,machining,3
1142,加快,jiā kuài,speed up; accelerate,3
1143,加强,jiā qiáng,strengthen; reinforce,3
1144,家具,jiājù,furniture,3
1145,家属,jiāshǔ,family members,3
1146,家乡,jiāxiāng,Hometown,3
1147,价格,jiàgé,Price,3
1148,价钱,jià qián,price,3
1149,价值,jiàzhí,value,3
1150,坚持,jiānchí,Insist,3
1151,坚决,jiānjué,firm,3
1152,坚强,jiānqiáng,Firm,3
1153,简单,jiǎndān,simple,3
1154,简直,jiǎnzhí,simply,3
1155,建成,jiàn chéng,built up,3
1156,建立,jiànlì,establish,3
1157,建设,jiànshè,build,3
1158,建议,jiànyì,proposal,3
1159,将近,jiāngjìn,nearly,3
1160,将来,jiānglái,future,3
1161,交费,jiāo fèi,pay,3
1162,交警,jiāo jǐng,traffic police,3
1163,交流,jiāoliú,Communication,3
1164,交往,jiāowǎng,affiliate with,3
1165,交易,jiāoyì,transaction,3
1166,教材,jiàocái,teaching material,3
1167,教练,jiàoliàn,coach,3
1168,结实,jiēshi,strong,3
1169,接待,jiēdài,Reception,3
1170,接近,jiējìn,near,3
1171,节约,jiéyuē,save,3
1172,结合,jiéhé,Combination,3
1173,结婚,jiéhūn,marry,3
1174,结束,jiéshù,End,3
1175,解决,jiějué,Solve,3
1176,解开,jiě kāi,undo; untie; unfasten; unbutton,3
1177,金牌,jīn pái,gold medal,3
1178,仅仅,jǐn jǐn,only; merely; barely,3
1179,尽量,jǐnliàng,as far as possible,3
1180,紧急,jǐnjí,urgent,3
1181,紧张,jǐnzhāng,Nervous,3
1182,进步,jìnbù,progress,3
1183,进一步,jìn yí bù,go a step further; further,3
1184,进展,jìnzhǎn,evolve; get along,3
1185,近期,jìn qī,recent,3
1186,京剧,jīngjù,Beijing opera,3
1187,经济,jīngjì,Economics,3
1188,经历,jīnglì,experience,3
1189,经验,jīngyàn,experience,3
1190,经营,jīngyíng,Management,3
1191,精彩,jīngcǎi,Marvellous,3
1192,精神,jīngshén,"spirit, mind",3
1193,景色,jǐngsè,scenery,3
1194,警察,jǐngchá,Police,3
1195,就是,jiù shì,precisely; exactly; just like,3
1196,就业,jiùyè,take up an occupation,3
1197,举办,jǔbàn,hold,3
1198,具体,jùtǐ,specific,3
1199,具有,jù yǒu,possess; have; be provided with,3
1200,剧场,jù chǎng,theater,3
1201,据说,jùshuō,allegedly,3
1202,决定,juédìng,Decision,3
1203,决赛,juésài,Finals,3
1204,决心,juéxīn,Determination,3
1205,绝对,juéduì,Absolutely,3
1206,咖啡,kāfēi,Coffee,3
1207,开发,kāifā,Development,3
1208,开放,kāifàng,To open up,3
1209,开始,kāishǐ,start,3
1210,开业,kāi yè,start business; open a private practice,3
1211,开展,kāizhǎn,Develop,3
1212,看起来,kàn qǐ lái,look like,3
1213,看上去,kàn shàng qù,seem,3
1214,考验,kǎoyàn,test,3
1215,科技,kē jì,science and technology,3
1216,可靠,kěkào,reliable,3
1217,可乐,kě lè,coke; cola,3
1218,克服,kèfú,Overcome,3
1219,客观,kèguān,objective,3
1220,课程,kèchéng,curriculum,3
1221,空调,kōngtiáo,Air conditioner,3
1222,恐怕,kǒngpà,I’m afraid,3
1223,空儿,kòngr,free time,3
1224,裤子,kùzi,trousers,3
1225,快速,kuài sù,fast; high-speed,3
1226,困难,kùnnán,difficulty,3
1227,浪费,làngfèi,Waste,3
1228,老百姓,lǎobǎixìng,Ordinary people,3
1229,老板,lǎobǎn,Boss,3
1230,老太太,lǎo tài tai,old lady,3
1231,老头儿,lǎo tóur,old man,3
1232,乐观,lèguān,optimistic,3
1233,类似,lèisì,Similar,3
1234,离婚,líhūn,divorce,3
1235,里面,lǐ miàn,inside; interior,3
1236,理发,lǐfà,Haircut,3
1237,理解,lǐjiě,Understand,3
1238,理论,lǐlùn,theory,3
1239,理由,lǐyóu,Reason,3
1240,力量,lìliàng,Power,3
1241,立刻,lìkè,immediately,3
1242,利用,lìyòng,utilize,3
1243,连忙,liánmáng,Hurriedly,3
1244,连续,liánxù,serial,3
1245,连续剧,lián xù jù,series; soap opera,3
1246,联合,liánhé,union,3
1247,联合国,lián hé guó,United Nations,3
1248,联系,liánxì,contact,3
1249,凉水,liáng shuǐ,cold water; unboiled water,3
1250,领导,lǐngdǎo,Leader,3
1251,领先,lǐngxiān,keep ahead,3
1252,另外,lìngwài,in addition,3
1253,另一方面,lìng yì fāng miàn,on the other hand,3
1254,留学,liúxué,Overseas Study,3
1255,录音,lùyīn,Sound recording,3
1256,路线,lù xiàn,path; route; way; line,3
1257,旅馆,lǚ guǎn,hotel,3
1258,旅行社,lǚ xíng shè,travel agency,3
1259,绿茶,lǜ chá,green tea,3
1260,落后,luòhòu,backward,3
1261,麻烦,máfan,trouble,3
1262,满足,mǎnzú,satisfy,3
1263,慢慢,màn màn,slowly,3
1264,毛病,máobìng,Trouble,3
1265,没用,méi yòng,useless,3
1266,媒体,méitǐ,media,3
1267,美好,měi hǎo,fine; happy; glorious,3
1268,美丽,měilì,beautiful,3
1269,美食,měi shí,delicious food ; gourmet,3
1270,美术,měishù,Fine Arts,3
1271,美元,měi yuán,U.S. dollar,3
1272,面对,miànduì,Face,3
1273,面积,miànjī,The measure of area,3
1274,民间,mínjiān,nongovernmental,3
1275,民族,mínzú,Nation,3
1276,明确,míngquè,To make clear,3
1277,明显,míngxiǎn,obvious,3
1278,命运,mìngyùn,fate,3
1279,母亲,mǔqīn,mother,3
1280,木头,mùtou,wood,3
1281,目标,mùbiāo,target,3
1282,目前,mùqián,at present,3
1283,奶茶,nǎi chá,milk tea,3
1284,男子,nán zǐ,man; male,3
1285,南部,nán bù,south,3
1286,难道,nándào,could it be said that …,3
1287,难度,nán dù,difficulty,3
1288,内容,nèiróng,content,3
1289,内心,nèi xīn,heart; inner centre,3
1290,能不能,néng bù néng,can or not,3
1291,能力,nénglì,ability,3
